codigo,descricao,soma,media,calculo,minimo,maximo,variancia,amplitude,desvio_padrao,frequencia,quantidade_median,quantidade_q1,quantidade_q3,frequencia_relativa,qtd_1_emb,qtd_2_emb,qtd_3_emb,qtd_4_emb,qtd_5_emb,qtd_6_emb,qtd_7_emb,qtd_8_emb,qtd_9_emb,qtd_10_emb,qtd_11_emb,qtd_12_emb,qtd_13_emb,qtd_14_emb,qtd_15_emb,qtd_18_emb,qtd_21_emb,qtd_24_emb,qtd_25_emb
9833,8145 BR BALIZADOR P/1 LAMP E27 LENTE CRI,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9834,8145 PR BALIZADOR P/1 LAMP E27 LENTE CRI,53,6.625,12.0,3,12,11.696428571428573,9,3.4200041771068896,8,6.0,3.75,9.25,0.0071,0.3182,0.3182,0.0455,0.2727,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9836,8244 BR ARANDELA P/1LAMP E27 LENTE TRANS,40,4.444444444444445,10.0,1,12,12.777777777777779,11,3.5746017649212027,9,3.0,2.0,5.0,0.008,0.1111,0.3333,0.1111,0.0,0.2222,0.0,0.0,0.1111,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9837,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,52,4.0,8.0,1,8,6.166666666666667,7,2.48327740429189,13,4.0,2.0,6.0,0.0116,0.2941,0.2941,0.1176,0.0588,0.0588,0.0588,0.0,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9838,8244 MR ARANDELA P/1LAMP E27 LENTE TRANS,44,6.285714285714286,23.0,1,32,128.9047619047619,31,11.353623294119014,7,2.0,2.0,2.5,0.0062,0.1111,0.4444,0.1111,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.1111,0.0,0.0,0.0,0.0
9840,8323 PR ARANDELA P/1 LAMP E27 LENTE TRAN,16,4.0,12.0,1,12,28.666666666666668,11,5.354126134736337,4,1.5,1.0,4.5,0.0036,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9923,8426 BR BALIZADOR P/JD E MURO P/1 LAMP,7,2.3333333333333335,5.0,1,4,2.3333333333333335,3,1.5275252316519468,3,2.0,1.5,3.0,0.0027,0.3333,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9924,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,188,8.173913043478262,18.0,1,22,41.15019762845849,21,6.414841980006872,23,7.0,3.0,12.0,0.0204,0.2075,0.2264,0.0943,0.1887,0.0377,0.1887,0.0,0.0377,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9925,8426 MR BALIZADOR P/JD E MURO P/1 LAMP,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9933,8147 PR BALIZADOR L/C P/JD E MURO P/1LAM,24,3.0,6.0,2,8,4.285714285714286,6,2.0701966780270626,8,2.0,2.0,3.0,0.0071,0.9091,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9935,8150 BR BALIZADOR L/F P/JD E MURO P/1LAM,29,2.9,6.0,1,8,4.322222222222222,7,2.0789954839350235,10,2.0,2.0,3.75,0.0089,0.2727,0.4545,0.0,0.1818,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9936,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,78,7.090909090909091,14.0,2,17,19.89090909090909,15,4.4599225431512926,11,7.0,4.0,9.0,0.0098,0.1786,0.4643,0.2143,0.0714,0.0,0.0,0.0,0.0,0.0,0.0357,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9937,8150 MR BALIZADOR L/F P/JD E MURO P/1LAM,4,1.3333333333333333,2.0,1,2,0.3333333333333333,1,0.5773502691896257,3,1.0,1.0,1.5,0.0027,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9938,8151 BR BALIZADOR L/C P/JD E MURO P/1LAM,14,2.8,4.0,2,4,0.7,2,0.8366600265340756,5,3.0,2.0,3.0,0.0044,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9939,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,116,8.285714285714286,17.0,2,21,35.604395604395606,19,5.966941897186163,14,7.0,2.5,11.75,0.0124,0.2143,0.4524,0.119,0.0952,0.0,0.0714,0.0,0.0238,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9940,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,2,2.0,,2,2,,0,,1,2.0,2.0,2.0,0.0009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
