Numero,Data_EM,Codigo,Quantidade,Descricao,Referencia,Pedido,MARCA,GRUPO,ANO,MES,MES-ANO,NUMERO_SEMANA
11076,2024-07-09,9475,1,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,7989,OREGON,ARANDELA,2024,7,7-2024,28
11076,2024-07-09,9480,2,8127 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8127 PR,7989,OREGON,ARANDELA,2024,7,7-2024,28
11079,2024-07-10,33,1,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8000,COLUMBIA,POSTES,2024,7,7-2024,28
11079,2024-07-10,10116,12,81041 ARANDELA INJ PRETO 15CM LL/ABERTA,81041 PR,8000,DUBLIN,ARANDELA,2024,7,7-2024,28
11079,2024-07-10,1114,3,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8000,OREGON,BALIZADOR,2024,7,7-2024,28
11079,2024-07-10,5543,1,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 PR,8000,MINESSOTA,ARANDELA,2024,7,7-2024,28
11018,2024-06-13,9456,7,8428 MR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 MR,7934,MINESSOTA,ARANDELA,2024,6,6-2024,24
11018,2024-06-13,9470,8,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,7934,OREGON,PENDENTE,2024,6,6-2024,24
11018,2024-06-13,9597,3,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,7934,IOWA,BALIZADOR,2024,6,6-2024,24
11018,2024-06-13,9454,2,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7934,MINESSOTA,ARANDELA,2024,6,6-2024,24
11018,2024-06-13,1114,24,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7934,OREGON,BALIZADOR,2024,6,6-2024,24
11107,2024-07-18,37,4,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,8028,OREGON,PENDENTE,2024,7,7-2024,29
11107,2024-07-18,1114,4,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8028,OREGON,BALIZADOR,2024,7,7-2024,29
11109,2024-07-19,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8016,OREGON,POSTES,2024,7,7-2024,29
11109,2024-07-19,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8016,OREGON,BALIZADOR,2024,7,7-2024,29
11083,2024-07-11,33,2,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8007,COLUMBIA,POSTES,2024,7,7-2024,28
11083,2024-07-11,9454,1,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,8007,MINESSOTA,ARANDELA,2024,7,7-2024,28
11083,2024-07-11,9444,1,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,8007,ASPEN,ARANDELA,2024,7,7-2024,28
11095,2024-07-12,9454,2,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,8013,MINESSOTA,ARANDELA,2024,7,7-2024,28
11096,2024-07-15,33,8,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8008,COLUMBIA,POSTES,2024,7,7-2024,29
11096,2024-07-15,47,3,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8008,OREGON,POSTES,2024,7,7-2024,29
11096,2024-07-15,9597,8,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,8008,IOWA,BALIZADOR,2024,7,7-2024,29
11096,2024-07-15,9771,6,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,8008,OREGON,BALIZADOR,2024,7,7-2024,29
11096,2024-07-15,1114,3,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8008,OREGON,BALIZADOR,2024,7,7-2024,29
11119,2024-07-23,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8017,OREGON,POSTES,2024,7,7-2024,30
11119,2024-07-23,5349,1,8267/2 PR/CR SPOT EM AL P/ 2 LAMP,8267/2 PR/CR,8017,LUISIANA,SPOT,2024,7,7-2024,30
11119,2024-07-23,9771,5,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,8017,OREGON,BALIZADOR,2024,7,7-2024,30
11119,2024-07-23,9785,5,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,8137 PR,8017,OREGON,ARANDELA,2024,7,7-2024,30
11119,2024-07-23,1114,5,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8017,OREGON,BALIZADOR,2024,7,7-2024,30
11129,2024-07-26,33,1,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8036,COLUMBIA,POSTES,2024,7,7-2024,30
11129,2024-07-26,5518,4,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,8036,IOWA,BALIZADOR,2024,7,7-2024,30
11129,2024-07-26,9553,1,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,8036,IOWA,ARANDELA,2024,7,7-2024,30
11098,2024-07-16,33,1,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8010,COLUMBIA,POSTES,2024,7,7-2024,29
11098,2024-07-16,47,5,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8010,OREGON,POSTES,2024,7,7-2024,29
11098,2024-07-16,1114,20,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8010,OREGON,BALIZADOR,2024,7,7-2024,29
11098,2024-07-16,5507,1,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8384 PR,8010,IOWA,ARANDELA,2024,7,7-2024,29
11098,2024-07-16,9449,2,8427 PR PENDENTE INJ P/ 1 LAMP E27-SACO,8427 PR,8010,MINESSOTA,PENDENTE,2024,7,7-2024,29
11114,2024-07-22,47,13,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8020,OREGON,POSTES,2024,7,7-2024,30
11114,2024-07-22,1114,26,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8020,OREGON,BALIZADOR,2024,7,7-2024,30
11114,2024-07-22,9475,5,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,8020,OREGON,ARANDELA,2024,7,7-2024,30
11123,2024-07-24,33,1,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8032,COLUMBIA,POSTES,2024,7,7-2024,30
11102,2024-07-17,4519,6,8320 BR ARANDELA REDONDA INJ P/ 1 LAMP,8320 BR,8011,ALABAMA,ARANDELA,2024,7,7-2024,29
11102,2024-07-17,1114,3,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8011,OREGON,BALIZADOR,2024,7,7-2024,29
11189,2024-08-19,10359,2,81050 BR ARANDELA EM ALUMINIO CUPULA,81050 BR,8086,TORONTO,ARANDELA,2024,8,8-2024,34
11189,2024-08-19,10457,2,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8086,TORONTO,ARANDELA,2024,8,8-2024,34
11189,2024-08-19,9455,1,8428 BR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 BR,8086,MINESSOTA,ARANDELA,2024,8,8-2024,34
11189,2024-08-19,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8086,OREGON,BALIZADOR,2024,8,8-2024,34
11193,2024-08-20,43,1,8120 PR POSTE C/TUBO AL P/1 LAMP INJ TER,8120 PR C/TAG,8087,OREGON,POSTES,2024,8,8-2024,34
11193,2024-08-20,9553,11,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,8087,IOWA,ARANDELA,2024,8,8-2024,34
11213,2024-08-27,32,2,8116 BR POSTE C/TUBO AL P/1 LAMP INJ TER,8116 BR C/ TAG,8103,COLUMBIA,POSTES,2024,8,8-2024,35
11213,2024-08-27,5532,1,8430 PR PENDENTE INJ P/ 1 LAMP,8430 PR,8103,MINESSOTA,PENDENTE,2024,8,8-2024,35
11213,2024-08-27,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8103,OREGON,BALIZADOR,2024,8,8-2024,35
11213,2024-08-27,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8103,OREGON,POSTES,2024,8,8-2024,35
11213,2024-08-27,4519,1,8320 BR ARANDELA REDONDA INJ P/ 1 LAMP,8320 BR,8103,ALABAMA,ARANDELA,2024,8,8-2024,35
11213,2024-08-27,33,4,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8103,COLUMBIA,POSTES,2024,8,8-2024,35
11213,2024-08-27,10666,2,81090 ARANDELA INJ PRETA E27 LC/OVAL,81090 PR,8103,CHICAGO,ARANDELA,2024,8,8-2024,35
11213,2024-08-27,9780,1,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,8103,OREGON,PENDENTE,2024,8,8-2024,35
11213,2024-08-27,10475,3,81064 DOURADO ARANDELA AL CUPULA CRU NAT,81064 DOURADO/ CRU NAT,8103,TORONTO,ARANDELA,2024,8,8-2024,35
11217,2024-08-28,10457,3,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8115,TORONTO,ARANDELA,2024,8,8-2024,35
11217,2024-08-28,9461,1,8429 MR ARANDELA C/SUP.SUP.P/1L E27-SACO,8429 MR,8115,MINESSOTA,ARANDELA,2024,8,8-2024,35
11217,2024-08-28,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8115,OREGON,POSTES,2024,8,8-2024,35
11217,2024-08-28,4529,3,8343 PR ARANDELA INJ P/ 1 LAMP,8343 PR,8115,VIRGINIA,ARANDELA,2024,8,8-2024,35
11132,2024-07-29,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8043,OREGON,POSTES,2024,7,7-2024,31
11132,2024-07-29,9785,1,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,8137 PR,8043,OREGON,ARANDELA,2024,7,7-2024,31
11132,2024-07-29,9475,2,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,8043,OREGON,ARANDELA,2024,7,7-2024,31
11132,2024-07-29,1114,17,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8043,OREGON,BALIZADOR,2024,7,7-2024,31
11136,2024-07-30,9937,1,8150 MR BALIZADOR L/F P/JD E MURO P/1LAM,8150 MR,8045,OREGON,BALIZADOR,2024,7,7-2024,31
11136,2024-07-30,9444,3,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,8045,ASPEN,ARANDELA,2024,7,7-2024,31
11136,2024-07-30,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8045,OREGON,BALIZADOR,2024,7,7-2024,31
11143,2024-07-31,10115,5,81040 ARANDELA INJ MARROM 15CM LC/ABERTA,81040 MR,8046,DUBLIN,ARANDELA,2024,7,7-2024,31
11143,2024-07-31,9444,2,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,8046,ASPEN,ARANDELA,2024,7,7-2024,31
11146,2024-08-01,9470,4,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,8055,OREGON,PENDENTE,2024,8,8-2024,31
11148,2024-08-02,9470,4,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,8059,OREGON,PENDENTE,2024,8,8-2024,31
11148,2024-08-02,9553,2,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,8059,IOWA,ARANDELA,2024,8,8-2024,31
11148,2024-08-02,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8059,OREGON,BALIZADOR,2024,8,8-2024,31
11149,2024-08-05,31,2,8116 PR POSTE C/TUBO AL P/1 LAMP INJ TER,8116 PR C/ TAG,8048,COLUMBIA,POSTES,2024,8,8-2024,32
11149,2024-08-05,9606,6,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP,8320 MR,8048,ALABAMA,ARANDELA,2024,8,8-2024,32
11149,2024-08-05,9444,5,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,8048,ASPEN,ARANDELA,2024,8,8-2024,32
11149,2024-08-05,1114,4,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8048,OREGON,BALIZADOR,2024,8,8-2024,32
11149,2024-08-05,9553,1,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,8048,IOWA,ARANDELA,2024,8,8-2024,32
11160,2024-08-07,9553,4,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,8057,IOWA,ARANDELA,2024,8,8-2024,32
11161,2024-08-08,33,1,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8063,COLUMBIA,POSTES,2024,8,8-2024,32
11161,2024-08-08,9723,2,8833 PR SPOT DE SOBREPOR RED.MR16/GU10,8833 PR,8063,OLYMPA,SPOT,2024,8,8-2024,32
11167,2024-08-09,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8073,OREGON,POSTES,2024,8,8-2024,32
11167,2024-08-09,5507,4,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8384 PR,8073,IOWA,ARANDELA,2024,8,8-2024,32
11167,2024-08-09,10457,2,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8073,TORONTO,ARANDELA,2024,8,8-2024,32
11173,2024-08-13,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8064,OREGON,POSTES,2024,8,8-2024,33
11173,2024-08-13,9550,5,8328 PR ARANDELA P/1L E27 COM SUP.INFERI,8328 PR,8064,IOWA,ARANDELA,2024,8,8-2024,33
11173,2024-08-13,10126,6,81044 ARANDELA INJ PRETA 15CM LC/GRADE X,81044 PR,8064,DUBLIN,ARANDELA,2024,8,8-2024,33
11173,2024-08-13,9444,12,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,8064,ASPEN,ARANDELA,2024,8,8-2024,33
11173,2024-08-13,9439,2,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8337 PR,8064,ASPEN,PENDENTE,2024,8,8-2024,33
11173,2024-08-13,9475,2,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,8064,OREGON,ARANDELA,2024,8,8-2024,33
11173,2024-08-13,10405,2,81053 BR ARANDELA EM ALUMINIO 1 LAMP,81053 BR,8064,TORONTO,ARANDELA,2024,8,8-2024,33
11173,2024-08-13,10457,4,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8064,TORONTO,ARANDELA,2024,8,8-2024,33
11173,2024-08-13,10360,10,81050 PR ARANDELA EM ALUMINIO CUPULA,81050 PR,8064,TORONTO,ARANDELA,2024,8,8-2024,33
11173,2024-08-13,9589,1,8431 MR ARANDELA INJ P/1 LAMP C/SUP INF,8431 MR,8064,MINESSOTA,ARANDELA,2024,8,8-2024,33
11175,2024-08-14,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8079,OREGON,BALIZADOR,2024,8,8-2024,33
11175,2024-08-14,9454,2,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,8079,MINESSOTA,ARANDELA,2024,8,8-2024,33
11175,2024-08-14,10465,1,81065 DOURADO ARANDELA AL CUPULA PRETA,81065 DOURADO/ PRETO,8079,TORONTO,ARANDELA,2024,8,8-2024,33
11200,2024-08-22,9780,6,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,8104,OREGON,PENDENTE,2024,8,8-2024,34
11200,2024-08-22,10457,2,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8104,TORONTO,ARANDELA,2024,8,8-2024,34
11200,2024-08-22,33,1,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8104,COLUMBIA,POSTES,2024,8,8-2024,34
11200,2024-08-22,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8104,OREGON,BALIZADOR,2024,8,8-2024,34
11200,2024-08-22,9553,1,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,8104,IOWA,ARANDELA,2024,8,8-2024,34
11205,2024-08-23,9470,6,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,8109,OREGON,PENDENTE,2024,8,8-2024,34
11205,2024-08-23,9553,8,8329 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8329 PR,8109,IOWA,ARANDELA,2024,8,8-2024,34
11205,2024-08-23,10457,1,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8109,TORONTO,ARANDELA,2024,8,8-2024,34
11205,2024-08-23,9780,2,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,8109,OREGON,PENDENTE,2024,8,8-2024,34
11185,2024-08-16,33,1,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8077,COLUMBIA,POSTES,2024,8,8-2024,33
11185,2024-08-16,9771,6,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,8077,OREGON,BALIZADOR,2024,8,8-2024,33
11185,2024-08-16,10457,2,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8077,TORONTO,ARANDELA,2024,8,8-2024,33
11206,2024-08-26,10359,4,81050 BR ARANDELA EM ALUMINIO CUPULA,81050 BR,8113,TORONTO,ARANDELA,2024,8,8-2024,35
11206,2024-08-26,9444,2,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,8113,ASPEN,ARANDELA,2024,8,8-2024,35
11206,2024-08-26,4520,7,8320 PR ARANDELA REDONDA INJ P/ 1 LAMP,8320 PR,8113,ALABAMA,ARANDELA,2024,8,8-2024,35
11206,2024-08-26,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8113,OREGON,BALIZADOR,2024,8,8-2024,35
11206,2024-08-26,10360,3,81050 PR ARANDELA EM ALUMINIO CUPULA,81050 PR,8113,TORONTO,ARANDELA,2024,8,8-2024,35
11206,2024-08-26,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8113,OREGON,POSTES,2024,8,8-2024,35
11221,2024-08-29,9439,2,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8337 PR,8117,ASPEN,PENDENTE,2024,8,8-2024,35
11221,2024-08-29,10084,1,81034 BR PLAFON EM ALUMINIO P/2 E27,81034 BR,8117,TORONTO,PLAFON,2024,8,8-2024,35
11230,2024-09-04,7028,12,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,8111,ASPEN,PENDENTE,2024,9,9-2024,36
11230,2024-09-04,7024,12,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,8111,ASPEN,ARANDELA,2024,9,9-2024,36
11230,2024-09-04,9756,12,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,8111,OREGON,PENDENTE,2024,9,9-2024,36
11230,2024-09-04,33,3,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8111,COLUMBIA,POSTES,2024,9,9-2024,36
11230,2024-09-04,47,3,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8111,OREGON,POSTES,2024,9,9-2024,36
11230,2024-09-04,9780,2,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,8111,OREGON,PENDENTE,2024,9,9-2024,36
11230,2024-09-04,10475,2,81064 DOURADO ARANDELA AL CUPULA CRU NAT,81064 DOURADO/ CRU NAT,8111,TORONTO,ARANDELA,2024,9,9-2024,36
11230,2024-09-04,9837,6,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8244 PR/LC,8111,DAKOTA,ARANDELA,2024,9,9-2024,36
11230,2024-09-04,10360,1,81050 PR ARANDELA EM ALUMINIO CUPULA,81050 PR,8111,TORONTO,ARANDELA,2024,9,9-2024,36
11230,2024-09-04,10359,2,81050 BR ARANDELA EM ALUMINIO CUPULA,81050 BR,8111,TORONTO,ARANDELA,2024,9,9-2024,36
11230,2024-09-04,5201,60,8322 IMB ARANDELA TRIANG. INJ P/ 1 LAMP,8322 IMB,8111,ALABAMA,ARANDELA,2024,9,9-2024,36
11237,2024-09-05,4530,3,8343 BR ARANDELA INJ P/ 1 LAMP,8343 BR,8127,VIRGINIA,ARANDELA,2024,9,9-2024,36
11237,2024-09-05,33,3,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8127,COLUMBIA,POSTES,2024,9,9-2024,36
11237,2024-09-05,10458,2,81061 DOURADO ARANDELA AL CUPULA PRETA,81061 DOURADO/PRETO,8127,TORONTO,ARANDELA,2024,9,9-2024,36
11226,2024-08-30,47,3,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8112,OREGON,POSTES,2024,8,8-2024,35
11226,2024-08-30,9785,3,8137 PR ARANDELA C/SUP.INF.P/1L E27 L/C,8137 PR,8112,OREGON,ARANDELA,2024,8,8-2024,35
11226,2024-08-30,9924,2,8426 PR BALIZADOR P/JD E MURO P/1 LAMP,8426 PR,8112,MINESSOTA,BALIZADOR,2024,8,8-2024,35
11226,2024-08-30,9454,8,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,8112,MINESSOTA,ARANDELA,2024,8,8-2024,35
11226,2024-08-30,9837,2,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8244 PR/LC,8112,DAKOTA,ARANDELA,2024,8,8-2024,35
11240,2024-09-06,9477,1,8126 MR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 MR,8122,OREGON,ARANDELA,2024,9,9-2024,36
11240,2024-09-06,33,3,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8122,COLUMBIA,POSTES,2024,9,9-2024,36
11240,2024-09-06,10360,2,81050 PR ARANDELA EM ALUMINIO CUPULA,81050 PR,8122,TORONTO,ARANDELA,2024,9,9-2024,36
11240,2024-09-06,47,3,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8122,OREGON,POSTES,2024,9,9-2024,36
11240,2024-09-06,10084,2,81034 BR PLAFON EM ALUMINIO P/2 E27,81034 BR,8122,TORONTO,PLAFON,2024,9,9-2024,36
11240,2024-09-06,9475,1,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,8122,OREGON,ARANDELA,2024,9,9-2024,36
11240,2024-09-06,10458,2,81061 DOURADO ARANDELA AL CUPULA PRETA,81061 DOURADO/PRETO,8122,TORONTO,ARANDELA,2024,9,9-2024,36
11240,2024-09-06,5518,1,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,8122,IOWA,BALIZADOR,2024,9,9-2024,36
11240,2024-09-06,10475,3,81064 DOURADO ARANDELA AL CUPULA CRU NAT,81064 DOURADO/ CRU NAT,8122,TORONTO,ARANDELA,2024,9,9-2024,36
11240,2024-09-06,10457,2,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8122,TORONTO,ARANDELA,2024,9,9-2024,36
11240,2024-09-06,9837,3,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8244 PR/LC,8122,DAKOTA,ARANDELA,2024,9,9-2024,36
11227,2024-09-02,9837,2,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8244 PR/LC,8121,DAKOTA,ARANDELA,2024,9,9-2024,36
11227,2024-09-02,9597,1,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,8121,IOWA,BALIZADOR,2024,9,9-2024,36
11227,2024-09-02,9780,9,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,8121,OREGON,PENDENTE,2024,9,9-2024,36
11227,2024-09-02,10406,2,81053 PR ARANDELA EM ALUMINIO 1 LAMP,81053 PR,8121,TORONTO,ARANDELA,2024,9,9-2024,36
11227,2024-09-02,10475,2,81064 DOURADO ARANDELA AL CUPULA CRU NAT,81064 DOURADO/ CRU NAT,8121,TORONTO,ARANDELA,2024,9,9-2024,36
11227,2024-09-02,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,8121,OREGON,BALIZADOR,2024,9,9-2024,36
11227,2024-09-02,9475,2,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,8121,OREGON,ARANDELA,2024,9,9-2024,36
11227,2024-09-02,10457,2,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8121,TORONTO,ARANDELA,2024,9,9-2024,36
11242,2024-09-09,9605,7,8119 MR BALIZADOR P/JD E MURO INJ TERM,8119 MR,8133,OREGON,BALIZADOR,2024,9,9-2024,37
11242,2024-09-09,7189,1,8267/2 PR/CO SPOT EM AL P/2 LAMP,8267/2 PR/CO,8133,LUISIANA,SPOT,2024,9,9-2024,37
11242,2024-09-09,9837,18,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8244 PR/LC,8133,DAKOTA,ARANDELA,2024,9,9-2024,37
11242,2024-09-09,9838,2,8244 MR ARANDELA P/1LAMP E27 LENTE TRANS,8244 MR/LC,8133,DAKOTA,ARANDELA,2024,9,9-2024,37
11242,2024-09-09,10458,1,81061 DOURADO ARANDELA AL CUPULA PRETA,81061 DOURADO/PRETO,8133,TORONTO,ARANDELA,2024,9,9-2024,37
11242,2024-09-09,47,1,8122 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8122 PR C/TAG,8133,OREGON,POSTES,2024,9,9-2024,37
11242,2024-09-09,10359,7,81050 BR ARANDELA EM ALUMINIO CUPULA,81050 BR,8133,TORONTO,ARANDELA,2024,9,9-2024,37
11242,2024-09-09,10457,3,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8133,TORONTO,ARANDELA,2024,9,9-2024,37
11242,2024-09-09,9597,1,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,8133,IOWA,BALIZADOR,2024,9,9-2024,37
11242,2024-09-09,33,2,8117 PR POSTE C/TUBO AL P/2 LAMP INJ TER,8117 PR C/TAG,8133,COLUMBIA,POSTES,2024,9,9-2024,37
11242,2024-09-09,9779,1,8136 BR PENDENTE INJ P/1 LAMP E27 L/C,8136 BR,8133,OREGON,PENDENTE,2024,9,9-2024,37
11242,2024-09-09,9780,9,8136 PR PENDENTE INJ P/1 LAMP E27 L/C,8136 PR,8133,OREGON,PENDENTE,2024,9,9-2024,37
11244,2024-09-10,10360,3,81050 PR ARANDELA EM ALUMINIO CUPULA,81050 PR,8144,TORONTO,ARANDELA,2024,9,9-2024,37
11244,2024-09-10,9837,2,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8244 PR/LC,8144,DAKOTA,ARANDELA,2024,9,9-2024,37
11244,2024-09-10,10457,2,81060 DOURADO ARANDELA AL CUPULA CRU NAT,81060 DOURADO/CRU NATU,8144,TORONTO,ARANDELA,2024,9,9-2024,37
11250,2024-09-11,279,2,8237 BR ARANDELA INJ P/ 1 LAMP,8237 BR,8145,DAKOTA,ARANDELA,2024,9,9-2024,37
11250,2024-09-11,9837,14,8244 PR ARANDELA P/1LAMP E27 LENTE TRANS,8244 PR/LC,8145,DAKOTA,ARANDELA,2024,9,9-2024,37
